Event,Name,Gender,Occupation,Keyword,Text
"{'text': 'taught', 'lemma': 'teach', 'start_token': 14, 'end_token': 14}",Edith Mahier,F,artists,teach,"
Mahier, who was known as ""Eli"" to her students, taught while continuing to create her own artwork.[8] In 1918, her painting The Pot of Gold at the End of the Rainbow was singled out for acclaim during an exhibition of Southwestern artists[9] and her exhibited works were selling.[10] By 1919 she was running the art department during Oscar Jacobson'"
"{'text': 'taught', 'lemma': 'teach', 'start_token': 9, 'end_token': 9}",Otellie Loloma,F,artists,teach,"In addition to her expertise in pottery, Loloma taught Native American dance with colleague Josephine Myers-Wapp; they performed at the White House and at the 1968 Summer Olympics with their students.  In 1970, she was one of two women among eight diverse artists featured in an ABC documentary, ""With These Hands: The Rebirth of the American Craftsm"
"{'text': 'taught', 'lemma': 'teach', 'start_token': 2, 'end_token': 2}",Mike Perry (artist),M,artists,teach,"He has taught at Minneapolis College of Art and Design in Minneapolis, Maryland Institute College of Art in Baltimore, the University of the Arts in Philadelphia, Pennsylvania and Parsons School of Design in New York City.[13]  A featured speaker at conferences, Perry has been interviewed extensively about the issues of working as a freelance artis"
"{'text': 'taught', 'lemma': 'teach', 'start_token': 56, 'end_token': 56}",Norman Carton,M,artists,teach,"Carton had his first solo exhibition in 1949 at the Philadelphia Art Alliance.  This show was followed closely by solo exhibitions at the Laurel Gallery (New York City) and Dubin Gallery (Philadelphia). At this time, his exhibited work was Abstract Impressionist. In addition to painting, he taught classes at the Philadelphia Museum of Art and was t"
"{'text': 'published', 'lemma': 'publish', 'start_token': 39, 'end_token': 39}",Elizabeth Eaton Burton,F,artists,publish,"In 1930, following her father's death, Burton spent two more years in France, after which she went to China and Japan to paint watercolors and study woodblock printing. A number of her watercolors were published as woodblock prints by the Tokyo publisher Kato Junji and formed the core of a traveling exhibition that circled the globe in 1935–36, mak"
"{'text': 'published', 'lemma': 'publish', 'start_token': 44, 'end_token': 44}",Hester Martha Poole,F,artists,publish,"In spite of her fondness for art, she also studied literary, ethical, and reformatory subjects. Upon one or another of those topics, she frequently gave conversations or lectures in drawing-rooms in those fields. Her articles were published with the Chautauquan, the Arena, the Union Signal, the Ladies' Home Journal and many others. During several y"
"{'text': 'published', 'lemma': 'publish', 'start_token': 5, 'end_token': 5}",MrBeast,M,artists,publish,"In January 2017, Donaldson published an almost day-long video of himself counting to 100,000. The stunt took him 40 hours, with some parts sped up to ""keep it under 24 hours"".[17] A subsequent video titled ""Counting to 200,000 (Road to a Mil)"" was uploaded the next month, although, according to Donaldson, it too, had to be sped up because the full "
"{'text': 'published', 'lemma': 'publish', 'start_token': 7, 'end_token': 7}",Raghubir Singh (photographer),M,artists,publish,"By the mid-1960s, Life Magazine had published eight pages of his photographs about student unrest. He later moved to Hong Kong and started doing photo features for National Geographic Magazine, The New York Times...[2][10]
"
"{'text': 'published', 'lemma': 'publish', 'start_token': 10, 'end_token': 10}",Raghubir Singh (photographer),M,artists,publish,"After a decade of travelling along the Ganges, Singh published his first book Ganges in 1974, with an introduction by Eric Newby.[10] Though his early work was inspired by Henri Cartier-Bresson's documentary-style photographs of India, he chose colour as his medium, responding to the vivid colours of India, and over time adapted western techniques "
"{'text': 'explores', 'lemma': 'explore', 'start_token': 8, 'end_token': 8}",Judy Onofrio,F,artists,explore,"According to art critic Tanya Hartman, Onofrio explores the relationship between life and death through clay sculpture and found objects.[7] Known for glittery objects and installations, Onofrio began her artistic work in clay in the early 1970s, working out of a clay studio in the basement of her family home. She was strongly influenced by outdoor"
"{'text': 'exploring', 'lemma': 'explore', 'start_token': 4, 'end_token': 4}",Robert Smithson,M,artists,explore,In 1967 Smithson began exploring industrial areas around New Jersey and was fascinated by the sight of dump trucks excavating tons of earth and rock that he described in an essay as the equivalents of the monuments of antiquity.[7] This resulted in the series of 'non-sites' in which earth and rocks collected from a specific area are installed in th
"{'text': 'explore', 'lemma': 'explore', 'start_token': 3, 'end_token': 3}",Robert Smithson,M,artists,explore,"Other theoretical writings explore the relationship of a piece of art to its environment, from which he developed his concept of sites and non-sites. A site was a work located in a specific outdoor location, while a non-site was a work which could be displayed in any suitable space, such as an art gallery. Spiral Jetty is an example of a sited work"
"{'text': 'explored', 'lemma': 'explore', 'start_token': 7, 'end_token': 7}",Robert Smithson,M,artists,explore,Smithson's interest in the temporal is explored in his writings in part through the recovery of the ideas of the picturesque. His essay Frederick Law Olmsted and the Dialectical Landscape was written in 1973 after Smithson had seen an exhibition curated by Elizabeth Barlow Rogers at the Whitney Museum entitled Frederick Law Olmsted's New York as th
"{'text': 'uses', 'lemma': 'use', 'start_token': 51, 'end_token': 51}",Elisa Kreisinger,F,artists,use,"Kreisinger's work explores feminist and queer-friendly perspectives through remix and mashup of mainstream media texts. The Queer Carrie Project recuts entire seasons of Sex and the City into short, 1-3 minute webisodes that portray its characters as lesbians. Most of Kreisinger's work uses the language and style of existing TV shows or Hollywood e"
"{'text': 'using', 'lemma': 'use', 'start_token': 40, 'end_token': 40}",Sheila Hicks,F,artists,use,"Hicks' art ranges from the minuscule to the monumental. Her materials vary as much as the size and shape of her work. Having begun her career as a painter, she has remained close to color, using it as a language she builds, weaves and wraps to create her pieces.
"
"{'text': 'used', 'lemma': 'use', 'start_token': 18, 'end_token': 18}",Peter Max,M,artists,use,"In 1990, Max purchased a collection of Chevrolet Corvettes for an intended art project,[17] but never used them and let them rot in a series of garages.[18]
"
"{'text': 'draws', 'lemma': 'draw', 'start_token': 20, 'end_token': 20}",Kim Alsbrooks,F,artists,draw,"Alsbrooks creates miniature portraits by creating an oval shape that is coated with gesso on trash. Then, she draws the image on the gesso in graphite and paints it in oils before varnishing it. She says of the process of finding materials, ""The trash is found flat, on the street. One cannot flatten the trash. It just doesn't work. It must be found"
"{'text': 'drawn', 'lemma': 'draw', 'start_token': 49, 'end_token': 49}",China Marks,F,artists,draw,"In 1991, Marks experimented with decorative paint rollers in conjunction with sculptural reliefs. The patterns created by the rollers enriched the relief′s backgrounds, adding an additional element of visual complexity. Combined with her renewed commitment to drawing, Marks executed a series of fantastical figures drawn with a brush in acrylic pain"
"{'text': 'draws', 'lemma': 'draw', 'start_token': 1, 'end_token': 1}",Jordan Nassar,M,artists,draw,"Nassar draws inspiration from a number of artists, many of whom work in textile, such as Sheila Hicks, Hannah Ryggen, and Anni Albers; painters including Paul Guiragossian and Helen Frankenthaler; and artists working with alternative media, such as Monir Shahroudy Farmanfarmaian. He sees his work as continuing the conversations their artwork has cr"
"{'text': 'produced', 'lemma': 'produce', 'start_token': 44, 'end_token': 44}",Elizabeth Williams (artist),F,artists,produce,"Along with crime writer Sue Russell, Williams authored The Illustrated Courtroom: 50 Years of Court Art, which was published in 2014 by CUNY Journalism Press. The book is a retrospective of American courtroom sketch art of high-profile trials produced from 1964–2014 and contains work from artists Howard Brodie, Aggie Kenny, Bill Robles, Richard Tom"
"{'text': 'produced', 'lemma': 'produce', 'start_token': 53, 'end_token': 53}",Woesha Cloud North,F,artists,produce,"In 1975, she and Robert divorced, and North moved to Lincoln, Nebraska.[8] She graduated with her PhD in educational history and philosophy in 1978 from the University of Nebraska–Lincoln and then taught in the ethnic studies department at Lincoln.[8][12] When she was not teaching, she produced and exhibited art works.[8] She participated in exhibi"
"{'text': 'produced', 'lemma': 'produce', 'start_token': 16, 'end_token': 16}",Norman Carton,M,artists,produce,"After the war, Carton co-founded a fabric design plant in Philadelphia. He produced hand-printed fabrics for interiors and fashion that were featured in Harper’s Bazaar, Vogue and Women’s Wear Daily. Original fabric designs were commissioned by notable clients including Lord & Taylor, Gimbels, and Nina Ricci. Some of these designs are at the Metrop"
"{'text': 'returned', 'lemma': 'return', 'start_token': 4, 'end_token': 4}",Ami Mali Hicks,F,artists,return,"Around 1889, Hicks returned to New York City and began working at the Baynes Mosaic-Tracery Company making designs for metalwork. Simultaneously she continued her studies at the School of Artist Artisans on West Twenty-third Street to learn wallpaper design and book-cover designing, also teaching metalwork at the school. In 1892, one of her stencil"
"{'text': 'returned', 'lemma': 'return', 'start_token': 54, 'end_token': 54}",Marie Van Vorst,F,artists,return,"During World War I, she volunteered as a field hospital worker at Neuilly and Paris,[5][7] and wrote War Letters of an American Woman (1916) about her experiences in the war zone.[8] In the same year she published a book of poetry, War Poems (1916). She returned to the United States to give lectures[9] and raise funds for American ambulances in Fra"
"{'text': 'returned', 'lemma': 'return', 'start_token': 2, 'end_token': 2}",Norman Carton,M,artists,return,"When Carton returned to the United States in 1953, he settled in New York City where he worked in the company of the leading artists of the day with whom he appeared in a number of group shows including the Whitney Museum of American Art's 1955-1956 “Exhibit of Contemporary American Painting.”[8] This exhibition included such notable artists as Ric"
"{'text': 'returning', 'lemma': 'return', 'start_token': 41, 'end_token': 41}",Gregory Coates,M,artists,return,"During the mid 1980s Coates traveled to Germany, where he began studying at the Kunstakademie Düsseldorf. While in the Germany Coates experienced events leading up the fall of the Iron Curtain and the impact of those changes. Upon returning from Europe, Coates began living in Williamsburg, Brooklyn.[4]
"
